temporada,clube,jogos,vitorias,empates,derrotas,gols_pro,gols_contra,pontos,saldo_gols,posicao,rebaixado_prox_temporada,risco_rebaixamento_previsto
2025,Botafogo-RJ,38,17,12,9,58,38,63,20,6,,0.3660797595266437
2025,Bragantino,38,14,6,18,45,57,48,-12,10,,0.5177038392602791
2025,Ceara,38,11,10,17,34,40,43,-6,17,,0.760550417298319
2025,Corinthians,38,12,11,15,42,47,47,-5,13,,0.6308308072186098
2025,Cruzeiro,38,19,13,6,55,31,70,24,3,,0.26619590415626865
2025,Flamengo,38,23,10,5,78,27,79,51,1,,0.21015887652408152
2025,Fluminense,38,19,7,12,50,39,64,11,5,,0.3309146525019881
2025,Fortaleza,38,11,10,17,43,58,43,-15,18,,0.7876267117131664
2025,Gremio,38,13,10,15,47,50,49,-3,9,,0.4789788365499184
2025,Internacional,38,11,11,16,44,57,44,-13,16,,0.7312001745061353
2025,Juventude,38,9,8,21,35,69,35,-34,19,,0.8123965204372888
2025,Mirassol,38,18,13,7,63,39,67,24,4,,0.2975419724928609
2025,Palmeiras,38,23,7,8,66,33,76,33,2,,0.23703781294129575
2025,Santos,38,12,11,15,45,50,47,-5,12,,0.5940668622915044
2025,Sao Paulo,38,14,9,15,43,47,51,-4,8,,0.4405048339327239
2025,Sport,38,2,11,25,28,75,17,-47,20,,0.8348829864545936
2025,Vasco,38,13,6,19,55,60,45,-5,14,,0.6661363842632162
2025,Vitoria,38,11,12,15,35,52,45,-17,15,,0.6996729740099679
